"short_structure_name","structure_name","structure_date","structure_version","author","description","format"
"ЄДРА","Єдиний державний реєстр адрес",12.11.1980,"v2","Міністерства розвитку громад, територій та інфраструктури","Обмінний формат ардесного реєстру України",".shp,.geojson"
