"short_structure_name","structure_name","structure_date","structure_version","author","description","format"
"МБД","База геоданих містобудівної документації на місцевому рівні","22.02.2022","v1","Міністерства розвитку громад та територій України","На виконання пункту 2 постанови Кабінету Міністрів України від 09 червня 2021 року № 632 «Про визначення формату електронних документів комплексного плану просторового розвитку території територіальної тромади, генерального плану населеного пункту, детального плану території» та з метою забезпечення реалізації абзацу другого частини першої статті 16, частини тринадцятої, абзацу другого частини чотирнадцятої статті 16-1, частини дванадцятої, абзацу другого частини п’ятнадцятої статті 17, абзацу другого частини сьомої статті 19 Закону України «Про регулювання містобудівної діяльності»",".gdb,.geojson"
