"name_eng","name_ukr","code","value"
"land_purpose","Цільове призначення земель","08.01","для забезпечення охорони об'єктів культурної спадщини"
"land_purpose","Цільове призначення земель","08.02","для розміщення та обслуговування музейних закладів"
"land_purpose","Цільове призначення земель","08.03","для іншого історико-культурного призначення"
"land_purpose","Цільове призначення земель","08.04","для цілей підрозділів 08.01 - 08.03, 08.05 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","08.05","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","09.01","для ведення лісового господарства і пов'язаних з ним послуг"
"land_purpose","Цільове призначення земель","09.02","для іншого лісогосподарського призначення"
"land_purpose","Цільове призначення земель","09.03","для цілей підрозділів 09.01 - 09.02, 09.04 - 09.05 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","09.04","для розміщення господарських дворів лісогосподарських підприємств, установ, організацій та будівель лісомисливського господарства"
"land_purpose","Цільове призначення земель","09.05","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","10.01","для експлуатації та догляду за водними об'єктами"
"land_purpose","Цільове призначення земель","10.02","для облаштування та догляду за прибережними захисними смугами"
"land_purpose","Цільове призначення земель","10.03","для експлуатації та догляду за смугами відведення"
"land_purpose","Цільове призначення земель","10.04","для експлуатації та догляду за гідротехнічними, іншими водогосподарськими спорудами і каналами"
"land_purpose","Цільове призначення земель","10.05","для догляду за береговими смугами водних шляхів"
"land_purpose","Цільове призначення земель","10.06","для сінокосіння"
"land_purpose","Цільове призначення земель","10.07","для рибогосподарських потреб"
"land_purpose","Цільове призначення земель","10.08","для культурно-оздоровчих потреб, рекреаційних, спортивних і туристичних цілей"
"land_purpose","Цільове призначення земель","10.09","для проведення науково-дослідних робіт"
"land_purpose","Цільове призначення земель","10.10","для будівництва та експлуатації гідротехнічних, гідрометричних та лінійних споруд"
"land_purpose","Цільове призначення земель","10.11","для будівництва та експлуатації санаторіїв та інших лікувально-оздоровчих закладів у межах прибережних захисних смуг морів, морських заток і лиманів"
"land_purpose","Цільове призначення земель","10.12","для цілей підрозділів 10.01 - 10.11, 10.13 - 10.16 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","10.13","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","10.14","водні об'єкти загального користування"
"land_purpose","Цільове призначення земель","10.15","земельні ділянки під пляжами"
"land_purpose","Цільове призначення земель","10.16","земельні ділянки під громадськими сіножатями"
"land_purpose","Цільове призначення земель","11.01","для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємствами, що пов'язані з користуванням надрами"
"land_purpose","Цільове призначення земель","11.02","для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості"
"land_purpose","Цільове призначення земель","11.03","для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд будівельних організацій та підприємств"
"land_purpose","Цільове призначення земель","11.04","для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд технічної інфраструктури (виробництва та розподілення газу, постачання пари та гарячої води, збирання, очищення та розподілення води)"
"land_purpose","Цільове призначення земель","11.05","для цілей підрозділів 11.01 - 11.04, 11.06 - 11.08 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","11.06","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","11.07","земельні ділянки загального користування, які використовуються як зелені насадження спеціального призначення"
"land_purpose","Цільове призначення земель","11.08","земельні ділянки загального користування, відведенні для цілей поводження з відходами"
"land_purpose","Цільове призначення земель","12.01","для розміщення та експлуатації будівель і споруд залізничного транспорту"
"land_purpose","Цільове призначення земель","12.02","для розміщення та експлуатації будівель і споруд морського транспорту"
"land_purpose","Цільове призначення земель","12.03","для розміщення та експлуатації будівель і споруд річкового транспорту"
"land_purpose","Цільове призначення земель","12.04","для розміщення та експлуатації будівель і споруд автомобільного транспорту та дорожнього господарства"
"land_purpose","Цільове призначення земель","12.05","для розміщення та експлуатації будівель і споруд авіаційного транспорту"
"land_purpose","Цільове призначення земель","12.06","для розміщення та експлуатації об'єктів трубопровідного транспорту"
"land_purpose","Цільове призначення земель","12.07","для розміщення та експлуатації будівель і споруд міського електротранспорту"
"land_purpose","Цільове призначення земель","12.08","для розміщення та експлуатації будівель і споруд додаткових транспортних послуг та допоміжних операцій"
"land_purpose","Цільове призначення земель","12.09","для розміщення та експлуатації будівель і споруд іншого наземного транспорту"
"land_purpose","Цільове призначення земель","12.10","для цілей підрозділів 12.01 - 12.09, 12.11 - 12.13 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","12.11","для розміщення та експлуатації об'єктів дорожнього сервісу"
"land_purpose","Цільове призначення земель","12.12","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","12.13","земельні ділянки загального користування, які використовуються як вулиці, майдани, проїзди, дороги, набережні"
"land_purpose","Цільове призначення земель","13.01","для розміщення та експлуатації об'єктів і споруд телекомунікацій"
"land_purpose","Цільове призначення земель","13.02","для розміщення та експлуатації будівель та споруд об'єктів поштового зв'язку"
"land_purpose","Цільове призначення земель","13.03","для розміщення та експлуатації інших технічних засобів зв'язку"
"land_purpose","Цільове призначення земель","13.04","для цілей підрозділів 13.01 - 13.03, 13.05 - 13.06 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","13.05","для розміщення та постійної діяльності Державної служби спеціального зв'язку та захисту інформації України"
"land_purpose","Цільове призначення земель","13.06","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","14.01","для розміщення, будівництва, експлуатації та обслуговування будівель і споруд об'єктів енергогенеруючих підприємств, установ і організацій"
"land_purpose","Цільове призначення земель","14.02","для розміщення, будівництва, експлуатації та обслуговування будівель і споруд об'єктів передачі електричної та теплової енергії"
"land_purpose","Цільове призначення земель","14.03","для цілей підрозділів 14.01 - 14.02, 14.04 - 14.06 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","14.04","земельні ділянки запасу (земельні ділянки, які не надані у власність або користування громадянам чи юридичним особам)"
"land_purpose","Цільове призначення земель","14.05","земельні ділянки загального користування, які використовуються як зелені насадження спеціального призначення"
"land_purpose","Цільове призначення земель","14.06","земельні ділянки загального користування, відведені для цілей поводження з відходами"
"land_purpose","Цільове призначення земель","15.01","для розміщення та постійної діяльності Збройних Сил України"
"land_purpose","Цільове призначення земель","15.02","для розміщення та постійної діяльності Національної гвардії України"
"land_purpose","Цільове призначення земель","15.03","для розміщення та постійної діяльності Державної прикордонної служби України"
"land_purpose","Цільове призначення земель","15.04","для розміщення та постійної діяльності органів Служби безпеки України"
"land_purpose","Цільове призначення земель","15.05","для розміщення та постійної діяльності Державної спеціальної служби транспорту"
"land_purpose","Цільове призначення земель","15.06","для розміщення та постійної діяльності Служби зовнішньої розвідки України"
"land_purpose","Цільове призначення земель","15.07","для розміщення та постійної діяльності інших, створених відповідно до законів України, військових формувань"
"land_purpose","Цільове призначення земель","15.08","для цілей підрозділів 15.01 - 15.07, 15.09 - 15.11 та для збереження та використання земель природно-заповідного фонду"
"land_purpose","Цільове призначення земель","15.09","для розміщення структурних підрозділів апарату МВС, територіальних органів, закладів, установ і підприємств, що належать до сфери управління МВС"
"land_purpose","Цільове призначення земель","15.10","для розміщення та постійної діяльності Національної поліції України, її територіальних органів, підприємств, установ та організацій, що належать до сфери управління Національної поліції"
"land_purpose","Цільове призначення земель","15.11","для розміщення структурних підрозділів Міноборони, територіальних органів, закладів, установ і підприємств, що належать до сфери управління Міноборони"
"ownership","Право власності",0,"не визначено"
"ownership","Право власності",1,"державна власність"
"ownership","Право власності",2,"комунальна власність"
"ownership","Право власності",3,"приватна власність"
"ownership","Право власності",4,"інше право власності"
"location_type","Відношення до населеного пункту",0,"не визначено"
"location_type","Відношення до населеного пункту",1,"у межах населеного пункту"
"location_type","Відношення до населеного пункту",2,"за межами населеного пункту"
"doc_type","Тип документу підстави набуття права власності або надання у користування","001","Рішення органу місцевого самоврядування"
"doc_type","Тип документу підстави набуття права власності або надання у користування","002","Рішення органу виконавчої влади"
"doc_type","Тип документу підстави набуття права власності або надання у користування","003","Цивільно-правовий договір"
"doc_type","Тип документу підстави набуття права власності або надання у користування","004","Свідоцтво про право на спадщину"
"doc_type","Тип документу підстави набуття права власності або надання у користування","005","Рішення суду"
"act_type","Тип правовстановлюючого документу",0,"не визначено"
"act_type","Тип правовстановлюючого документу",1,"Державний акт на право колективної власності на землю"
"act_type","Тип правовстановлюючого документу",2,"Державний акт на право приватної власності на землю"
"act_type","Тип правовстановлюючого документу",3,"Державний акт на право власності на землю"
"act_type","Тип правовстановлюючого документу",4,"Державний акт на право власності на земельну ділянку"
"act_type","Тип правовстановлюючого документу",5,"Державний акт на право довічного успадкованого володіння землею"
"act_type","Тип правовстановлюючого документу",6,"Державний акт на право постійного володіння землею"
"act_type","Тип правовстановлюючого документу",7,"Державний акт на право постійного користування землею"
"act_type","Тип правовстановлюючого документу",8,"Державний акт на право постійного користування земельною ділянкою"
"act_type","Тип правовстановлюючого документу",9,"Витяг з державного реєстру прав на нерухоме майно"
"use_type","Тип права користування",0,"Користування без правовстановлюючих документів"
"use_type","Тип права користування",1,"Право постійного користування земельною ділянкою"
"use_type","Тип права користування",2,"Право оренди землі"
"use_type","Тип права користування",4,"Право земельного сервітуту"
"use_type","Тип права користування",5,"Право користування земельною ділянкою для забудови (суперфіцій)"
"use_type","Тип права користування",6,"Право користування земельною ділянкою для сільськогосподарських потреб (емфітевзис)"
"landuse_type","Тип угіддя","001.00","рілля (група)"
"landuse_type","Тип угіддя","001.01","рілля"
"landuse_type","Тип угіддя","001.02","перелоги"
"landuse_type","Тип угіддя","001.03","парники, оранжереї, теплиці"
"landuse_type","Тип угіддя","002.00","рослинний покрив земель і ґрунти"
"landuse_type","Тип угіддя","002.01","сіножаті"
"landuse_type","Тип угіддя","002.02","пасовища"
"landuse_type","Тип угіддя","002.03","багаторічні насадження"
"landuse_type","Тип угіддя","003.00","землі без рослинного покриву або з незначним рослинним покривом"
"landuse_type","Тип угіддя","003.01","кам'янисті місця"
"landuse_type","Тип угіддя","003.02","піски"
"landuse_type","Тип угіддя","003.03","болота"
"landuse_type","Тип угіддя","003.04","солончаки"
"landuse_type","Тип угіддя","003.05","яри"
"landuse_type","Тип угіддя","003.06","степи"
"landuse_type","Тип угіддя","004.00","чагарникова рослинність природного походження"
"landuse_type","Тип угіддя","005.00","ліси та інші лісовкриті землі"
"landuse_type","Тип угіддя","005.01","земельні лісові ділянки, вкриті лісовою рослинністю"
"landuse_type","Тип угіддя","005.02","земельні лісові ділянки, не вкриті лісовою рослинністю"
"landuse_type","Тип угіддя","005.03","з усіх лісів лісові насадження лінійного типу"
"landuse_type","Тип угіддя","005.04","інші лісовкриті площі"
"landuse_type","Тип угіддя","006.00","води"
"landuse_type","Тип угіддя","006.01","природні водотоки (річки та струмки)"
"landuse_type","Тип угіддя","006.02","штучні водотоки (канали, колектори, канави)"
"landuse_type","Тип угіддя","006.03","озера, прибережні замкнуті водойми, лимани"
"landuse_type","Тип угіддя","006.04","ставки"
"landuse_type","Тип угіддя","006.05","штучні водосховища"
"landuse_type","Тип угіддя","007.00","землі під житловою забудовою"
"landuse_type","Тип угіддя","007.01","малоповерхова забудова"
"landuse_type","Тип угіддя","007.02","багатоповерхова забудова"
"landuse_type","Тип угіддя","008.00","землі під громадською забудовою"
"landuse_type","Тип угіддя","008.01","землі під громадськими спорудами, які мають історико-архітектурну цінність, об'єктами культурної спадщини, адміністративними будівлями"
"landuse_type","Тип угіддя","008.02","вулиці та бульвари (включаючи тротуари), набережні, площі"
"landuse_type","Тип угіддя","008.03","землі під соціально-культурними об'єктами"
"landuse_type","Тип угіддя","009.00","землі, які використовуються для транспорту"
"landuse_type","Тип угіддя","009.01","землі під залізницями"
"landuse_type","Тип угіддя","009.02","землі під дорогами, зокрема підґрунтовими"
"landuse_type","Тип угіддя","009.03","землі під будівлями та спорудами транспорту"
"landuse_type","Тип угіддя","010.00","землі, які використовуються для технічної інфраструктури"
"landuse_type","Тип угіддя","011.00","землі під промисловою забудовою"
"landuse_type","Тип угіддя","011.01","землі під будівлями та спорудами промислових підприємств"
"landuse_type","Тип угіддя","011.02","землі під відкритими розробками, шахтами, кар'єрами, торфорозробками та відповідними спорудами"
"landuse_type","Тип угіддя","011.03","землі, які забруднені промисловими та іншими відходами, включаючи відвали та терикони, а також радіоактивно забруднені"
"landuse_type","Тип угіддя","012.00","землі, зайняті поточним будівництвом та відведені під будівництво (будівництво на яких не розпочато)"
"landuse_type","Тип угіддя","013.00","землі під сільськогосподарськими та іншими господарськими будівлями і дворами"
"landuse_type","Тип угіддя","014.00","землі, які використовуються для відпочинку та оздоровлення"
"landuse_type","Тип угіддя","015.00","землі під об'єктами та спорудами спеціального призначення"
"landuse_type","Тип угіддя","015.01","землі під військовими базами, об'єктами, фортецями, фортами укріплення"
"landuse_type","Тип угіддя","015.02","землі під кладовищами, крематоріями, меморіальними комплексами та пам'ятниками, скотомогильниками"
"landuse_type","Тип угіддя","015.03","землі, які перебувають у стадії меліоративного освоєння та відновлення родючості ґрунтів"
"agro_landscape_group","Агроландшафтна група земель",1,"землі орнопридатні"
"agro_landscape_group","Агроландшафтна група земель",2,"землі придатні для багаторічних насаджень"
"agro_landscape_group","Агроландшафтна група земель",3,"землі сіножатно-пасовищного використання"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",1,"орнопридатні землі I групи на схилах до 3°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",2,"орнопридатні землі II групи на схилах до 3 - 5°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",3,"орнопридатні землі III групи на схилах до 5 - 7°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",4,"орнопридатні землі I групи на схилах до 3°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",5,"орнопридатні землі I групи на схилах до 3°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",6,"землі під багаторічні насадження I групи на схилах до 5°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",7,"землі під багаторічні насадження II групи на схилах до 5 - 10°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",8,"землі під багаторічні насадження III групи на схилах більше 10°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",9,"землі під природні кормові угіддя I групи на схилах до 7°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",10,"землі під природні кормові угіддя II групи на схилах 7 - 18°"
"agro_landscape_subgroup","Агроландшафтна підгрупа земель",11,"землі під природні кормові угіддя III групи на схилах 18 - 25°"
"land_conserv_type","Вид консервації земель",0,"не визначено"
"land_conserv_type","Вид консервації земель",1,"консервація-реабілітація"
"land_conserv_type","Вид консервації земель",2,"консервація-трансформація"
"agrogroup_name","Агровиробнича група ґрунтів","1а","Дерново-прихованопідзолисті і дернові слаборозвинені піщані ґрунти на перевіюваних пісках"
"agrogroup_name","Агровиробнича група ґрунтів","1б","Дерново-прихованопідзолисті і дернові слаборозвинені глинисто-піщані ґрунти на перевіюваних пісках"
"agrogroup_name","Агровиробнича група ґрунтів","2б","Дерново-підзолисті переважно малорозвинені щебенюваті глинисто-піщані ґрунти з плямами елювію масивно кристалічних порід (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","2в","Дерново-підзолисті переважно малорозвинені щебенюваті супіщані ґрунти з плямами елювію масивно кристалічних порід (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","2ж","Дерново-підзолисті середньощебенюваті переважно малорозвинені щебенюваті ґрунти з плямами елювію масивно кристалічних порід (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","2з","Дерново-підзолисті сильнощебенюваті переважно малорозвинені щебенюваті ґрунти з плямами елювію масивно кристалічних порід (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","3б","Дерново-підзолисті глинисто-піщані ґрунти, підстелені елювієм масивно кристалічних порід на глибині 0,5 - 1 метр"
"agrogroup_name","Агровиробнича група ґрунтів","3в","Дерново-підзолисті супіщані ґрунти, підстелені елювієм масивно-кристалічних порід на глибині 0,5 - 1 метр"
"agrogroup_name","Агровиробнича група ґрунтів","3ж","Дерново-підзолисті середньощебенюваті ґрунти, підстелені елювієм масивно кристалічних порід на глибині 0,5 - 1 метр"
"agrogroup_name","Агровиробнича група ґрунтів","3з","Дерново-підзолисті сильнощебенюваті ґрунти, підстелені елювієм масивно кристалічних порід на глибині 0,5 - 1 метр"
"agrogroup_name","Агровиробнича група ґрунтів","4а","Дерново-підзолисті дефльовані піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","4б","Дерново-підзолисті дефльовані глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","5б","Дерново-підзолисті та дернові неоглеєні і глеюваті глинисто-піщані ґрунти на піщаних відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","5в","Дерново-підзолисті та дернові неоглеєні і глеюваті супіщані ґрунти на піщаних відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","6б","Дерново-підзолисті неоглеєні глинисто-піщані ґрунти на супіщаних відкладах та підстелені мореною, суглинками та елювієм масивно кристалічних порід глибше ніж 1 метр"
"agrogroup_name","Агровиробнича група ґрунтів","6в","Дерново-підзолисті неоглеєні супіщані ґрунти на супіщаних відкладах та підстелені мореною, суглинками та елювієм масивно кристалічних порід глибше ніж 1 метр"
"agrogroup_name","Агровиробнича група ґрунтів","7в","Дерново-підзолисті неоглеєні супіщані ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","7г","Дерново-підзолисті неоглеєні легкосуглинкові ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","7д","Дерново-підзолисті неоглеєні середньосуглинкові ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","7е","Дерново-підзолисті неоглеєні важкосуглинкові і легкоглинисті ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","8б","Дерново-підзолисті глеюваті глинисто-піщані ґрунти на супіщаних відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","8в","Дерново-підзолисті глеюваті супіщані ґрунти на супіщаних відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","9б","Дерново-підзолисті глеюваті глинисто-піщані ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","9в","Дерново-підзолисті глеюваті супіщані ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","9г","Дерново-підзолисті глеюваті легкосуглинкові ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","9д","Дерново-підзолисті глеюваті середньосуглинкові ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","9е","Дерново-підзолисті глеюваті важкосуглинкові і легкоглинисті ґрунти на суглинкових відкладах"
"agrogroup_name","Агровиробнича група ґрунтів","10б","Дерново-підзолисті і підзолисто-дернові глеюваті і неоглеєні глинисто-піщані ґрунти, підстелені карбонатними породами з глибини 0,5 - 1,5 метра"
"agrogroup_name","Агровиробнича група ґрунтів","10в","Дерново-підзолисті і підзолисто-дернові глеюваті і неоглеєні супіщані ґрунти, підстелені карбонатними породами з глибини 0,5 - 1,5 метра"
"agrogroup_name","Агровиробнича група ґрунтів","10г","Дерново-підзолисті і підзолисто-дернові глеюваті і неоглеєні легкосуглинкові ґрунти, підстелені карбонатними породами з глибини 0,5 - 1,5 метра"
"agrogroup_name","Агровиробнича група ґрунтів","11б","Дерново-підзолисті неоглеєні глинисто-піщані ґрунти в поєднанні з сильноглейовими та лучно-болотними або болотними ґрунтами (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","11в","Дерново-підзолисті неоглеєні супіщані ґрунти в поєднанні з сильноглейовими та лучно-болотними або болотними ґрунтами (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","11г","Дерново-підзолисті неоглеєні легкосуглинкові ґрунти в поєднанні з сильноглейовими та лучно-болотними або болотними ґрунтами (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","12б","Дерново-підзолисті неоглеєні і глеюваті глинисто-піщані ґрунти у поєднанні з сильноглейовими та лучно-болотними або болотними ґрунтами (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","12в","Дерново-підзолисті неоглеєні і глеюваті супіщані ґрунти у поєднанні з сильноглейовими та лучно-болотними або болотними ґрунтами (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","12г","Дерново-підзолисті неоглеєні і глеюваті легкосуглинкові ґрунти у поєднанні з сильноглейовими та лучно-болотними або болотними ґрунтами (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","13в","Підзолисто-дернові супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","13г","Підзолисто-дернові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","13д","Підзолисто-дернові середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","14б","Дерново-підзолисті і підзолисто-дернові глейові глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","14в","Дерново-підзолисті і підзолисто-дернові глейові супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","14г","Дерново-підзолисті і підзолисто-дернові глейові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","14д","Дерново-підзолисті і підзолисто-дернові глейові середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","15б","Дерново-підзолисті сильноглейові глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","15в","Дерново-підзолисті сильноглейові супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","15г","Дерново-підзолисті сильноглейові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","16б","Дерново-підзолисті глейові глинисто-піщані ґрунти у поєднанні з лучно-болотними або болотними ґрунтами (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","16в","Дерново-підзолисті глейові супіщані ґрунти у поєднанні з лучно-болотними або болотними ґрунтами (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","16г","Дерново-підзолисті глейові легкосуглинкові ґрунти у поєднанні з лучно-болотними або болотними ґрунтами (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","17б","Дерново-підзолисті глейові глинисто-піщані ґрунти у поєднанні з лучно-болотними або болотними ґрунтами (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","17в","Дерново-підзолисті глейові супіщані ґрунти у поєднанні з лучно-болотними або болотними ґрунтами (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","17г","Дерново-підзолисті глейові легкосуглинкові ґрунти у поєднанні з лучно-болотними або болотними ґрунтами (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","18б","Дерново-підзолисті і підзолисто-дернові поверхнево-глеюваті глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","18в","Дерново-підзолисті і підзолисто-дернові поверхнево-глеюваті супіщані ґрунти"
