"short_structure_name","structure_name","structure_date","structure_version","author","description","format"
"МКІП","База геоданих документації у сфері охорони культурної спадщини",30.12.2022,"v1","Міністерство культури та інформаційної політики","На виконання пункту 2 постанови Кабінету Міністрів України від 30 грудня 2022 року № 1476 „Про визначення формату електронного документа науково-проектної документації у сфері охорони культурної спадщини” та з метою забезпечення реалізації статті 32 та статті 334 Закону України „Про охорону культурної спадщини”",".shp,.geojson"
