"short_structure_name","structure_name","structure_date","structure_version","author","description","format"
"ЄДРА","Єдиний державний реєстр адрес",05.03.2024,"v1","Міністерства розвитку громад, територій та інфраструктури","Обмінний формат ардесного реєстру України",".shp,.geojson"
