"crs","alias"
"EPSG:5561, EPSG:5562, EPSG:5563, EPSG:5564, EPSG:5565, EPSG:5566, EPSG:5567, EPSG:5568, EPSG:5569, EPSG:5576, EPSG:5577, EPSG:5578, EPSG:5579, EPSG:5580, EPSG:5581, EPSG:5582, EPSG:5583, EPSG:6381, EPSG:6382, EPSG:6383, EPSG:6384, EPSG:6385, EPSG:6386, EPSG:6387, EPSG:5561, EPSG:9821, EPSG:9831, EPSG:9832, EPSG:9833, EPSG:9834, EPSG:9835, EPSG:9836, EPSG:9837, EPSG:9838, EPSG:9839, EPSG:9840, EPSG:9841, EPSG:9842, EPSG:9843, EPSG:9851, EPSG:9852, EPSG:9853, EPSG:9854, EPSG:9855, EPSG:9856, EPSG:9857, EPSG:9858, EPSG:9859, EPSG:9860, EPSG:9861, EPSG:9862, EPSG:9863, EPSG:9864, EPSG:9865, EPSG:4284, EPSG:4179, EPSG:4178, EPSG:7825, EPSG:7826, EPSG:7827, EPSG:7828, EPSG:7829, EPSG:7830, EPSG:7831","Всі допустимі коди"
